signal_creator_tag,play_count,like_count,comment_count,share_count,engagement_total,like_rate,comment_rate
False,162.0,17.0,0.0,0.0,189.0,0.1146788990825688,0.0003020134228187
True,64.0,23.0,5.0,0.0,92.0,0.359375,0.078125
