signal_creator_tag,play_count,like_count,comment_count,share_count,engagement_total,like_rate,comment_rate
False,4400000.0,239600.0,1040.0,27000.0,4645251.0,0.075512,0.000387
True,2700000.0,166350.0,2745.0,52700.0,2853796.0,0.027726,0.0005755000000000001
